sig_z,longitude_mm,latitude_mm,risk_encoded
0.5807507463622748,0.5667211106574106,0.2117015137390687,2
-0.6391986571451812,0.5828705594120045,0.2109734984685045,1
1.0256734699944057,0.5669967333605559,0.19630665423713767,1
1.0256734699944057,0.5653225806451614,0.1957783992542283,2
1.2553110047722797,0.5754848917925681,0.19597372042437966,2
1.2553110047722797,0.5731676194365045,0.19490833222355397,2
-0.8257791541522038,0.573244181298489,0.22441070715141836,1
-0.6391986571451812,0.5919559003674966,0.22519199183202382,1
-0.43826581421454136,0.5802521437321353,0.20949527233985887,1
-0.23733297128390157,0.5597131482237652,0.2049629333688463,0
-0.43826581421454136,0.5500816659861165,0.18991432503218358,0
-0.43826581421454136,0.5740353205389956,0.21180361344164783,1
-0.43826581421454136,0.5764291547570437,0.2109513028809873,1
0.3654655575080178,0.5586055532870562,0.21567452390464775,1
0.3654655575080178,0.5593456512862396,0.21702845474319704,1
1.958575955029519,0.5602950183748465,0.20695165801038756,1
1.958575955029519,0.5601674152715388,0.20654325920007105,2
0.5807507463622748,0.5595600244997962,0.2113153105162694,1
0.5807507463622748,0.5607799101674154,0.20934878146224534,2
0.3654655575080178,0.5596161698652518,0.2056998268744174,0
0.3654655575080178,0.5586310739077174,0.20890930882940473,0
0.3654655575080178,0.5652409146590447,0.19989346117991746,1
0.5807507463622748,0.5755104124132302,0.20020863852266174,2
-0.43826581421454136,0.5509442629644754,0.2124384072446398,0
-0.03640012835326178,0.5487290730910575,0.20761752563590363,0
-0.6391986571451812,0.5699826459779498,0.20112309672837042,1
0.5807507463622748,0.5598152307064108,0.22093043902872112,1
2.2169181816546275,0.5544712127398936,0.20435477427087495,3
2.2312705275782445,0.5588964883625964,0.2034758290051938,3
0.3654655575080178,0.5662362188648435,0.21138189727882095,1
-0.03640012835326178,0.5652817476521026,0.20098104496826036,0
-0.23733297128390157,0.5546090240914658,0.20475873396368804,0
2.9919448615299524,0.5608309514087386,0.20661428508012608,3
2.9919448615299524,0.563541241322989,0.20821236738136462,3
1.4849485395501538,0.5550275622703147,0.21563457184711682,2
1.4849485395501538,0.5543436096365868,0.202419319039375,1
0.164532714577378,0.2453501429154752,0.6088072091268256,1
-0.03640012835326178,0.2769497754185384,0.7752252852132997,1
-0.9980073052356093,0.338576970191915,0.7661606072712746,0
-0.6391986571451812,0.3945232748060432,0.11929684378745506,0
0.5807507463622748,0.5448244181298483,0.34434678385936884,2
0.5807507463622748,0.5400775826868109,0.3437386247613975,2
0.5807507463622748,0.5376582278481008,0.1372042437963333,1
0.3654655575080178,0.5397611269906086,0.1370178008611888,0
-0.6391986571451812,0.4215955492037562,0.37852798863585924,1
-0.43826581421454136,0.4003726010616582,0.16114440449238693,0
-0.6391986571451812,0.3998264597795025,0.16129533448750388,0
-0.43826581421454136,0.4317986933442217,0.3874461757002708,1
0.5951030922858919,0.46787464271131096,0.09716340391530165,2
0.5951030922858919,0.4675888117599021,0.09738535979047366,2
-0.23733297128390157,0.4214220089832583,0.38778354863053227,1
0.8103882811401488,0.1948907717435686,0.7196919252452614,2
1.0256734699944057,0.2065843201306654,0.6975451680205976,2
-0.6391986571451812,0.4371171906900777,0.39102854352554717,1
-0.23733297128390157,0.48688750510412415,0.3057930483419896,1
-0.03640012835326178,0.41154042466312735,0.3765836551693523,1
-0.03640012835326178,0.4102439771335238,0.37603320459892575,1
0.8103882811401488,0.41392915475704317,0.3766369245793937,2
0.8103882811401488,0.41241833401388295,0.37687663692457946,2
-0.6391986571451812,0.4625204164965293,0.396248945709593,1
-0.43826581421454136,0.4057931808901598,0.370550894482177,1
0.5807507463622748,0.5416037158023688,0.34883029253784353,2
0.8103882811401488,0.5641690485912614,0.3552936476228526,2
-0.03640012835326178,0.5465291955900362,0.30605495627469265,1
-0.03640012835326178,0.54143017558187,0.30559328805433483,1
0.164532714577378,0.420482850142915,0.39125493851822263,1
0.164532714577378,0.2794099632503064,0.7786389665734452,1
0.164532714577378,0.27683748468762737,0.7767523416344831,1
-0.23733297128390157,0.4004185381788483,0.36889954277089715,1
